Date,Cnc_Program_Name_RT,Cnc_Tool_Number_RT,System_IOLINK_CounterweightPressure,Axis_FeedRate_actual,Axis_Y_positionActualMCS_mm_d10000,System_IOLINK_HydraulicPressure,Axis_Y_power_percent,System_isHydraulicsOn,Axis_Z_positionActualMCS_mm_d10000,Axis_Z_power_percent,Cnc_Override_Axis;;
2020-05-17T07:51:37.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,152,10,1,14878923,0,100;;
2020-05-17T07:51:38.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,151,10,1,14878923,0,100;;
2020-05-17T07:51:39.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,151,10,1,14878923,0,100;;
2020-05-17T07:51:40.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,150,10,1,14878923,0,100;;
2020-05-17T07:51:41.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,149,10,1,14878923,0,100;;
2020-05-17T07:51:42.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,148,10,1,14878923,0,100;;
2020-05-17T07:51:43.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,147,10,1,14878923,0,100;;
2020-05-17T07:51:44.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,10,1,14878923,0,100;;
2020-05-17T07:51:45.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,10,1,14878923,0,100;;
2020-05-17T07:51:46.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,145,10,1,14878923,0,100;;
2020-05-17T07:51:47.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,10,1,14878923,0,100;;
2020-05-17T07:51:48.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,150,10,1,14878923,0,100;;
2020-05-17T07:51:49.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,155,10,1,14878923,0,100;;
2020-05-17T07:51:50.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,160,10,1,14878923,0,100;;
2020-05-17T07:51:51.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,165,10,1,14878923,0,100;;
2020-05-17T07:51:52.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,169,10,1,14878923,0,100;;
2020-05-17T07:51:53.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,168,10,1,14878923,0,100;;
2020-05-17T07:51:54.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,167,10,1,14878923,0,100;;
2020-05-17T07:51:55.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,165,10,1,14878923,0,100;;
2020-05-17T07:51:56.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,164,10,1,14878923,0,100;;
2020-05-17T07:51:57.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,163,10,1,14878923,0,100;;
2020-05-17T07:51:58.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,162,10,1,14878923,0,100;;
2020-05-17T07:51:59.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,160,10,1,14878923,0,100;;
2020-05-17T07:52:00.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,159,10,1,14878923,0,100;;
2020-05-17T07:52:01.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,158,10,1,14878923,0,100;;
2020-05-17T07:52:02.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,157,10,1,14878923,0,100;;
2020-05-17T07:52:03.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,156,10,1,14878923,0,100;;
2020-05-17T07:52:04.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,155,10,1,14878923,0,100;;
2020-05-17T07:52:05.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,154,10,1,14878923,0,100;;
2020-05-17T07:52:06.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,153,10,1,14878923,0,100;;
2020-05-17T07:52:07.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,152,10,1,14878923,0,100;;
2020-05-17T07:52:08.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,151,10,1,14878923,0,100;;
2020-05-17T07:52:09.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,150,10,1,14878923,0,100;;
2020-05-17T07:52:10.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,149,10,1,14878923,0,100;;
2020-05-17T07:52:11.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,149,10,1,14878923,0,100;;
2020-05-17T07:52:12.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,148,10,1,14878923,0,100;;
2020-05-17T07:52:13.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,147,10,1,14878923,0,100;;
2020-05-17T07:52:14.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,10,1,14878923,0,100;;
2020-05-17T07:52:15.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,145,10,1,14878923,0,100;;
2020-05-17T07:52:16.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,145,10,1,14878923,0,100;;
2020-05-17T07:52:17.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,10,1,14878923,0,100;;
2020-05-17T07:52:18.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,150,10,1,14878923,0,100;;
2020-05-17T07:52:19.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,155,10,1,14878923,0,100;;
2020-05-17T07:52:20.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,160,10,1,14878923,0,100;;
2020-05-17T07:52:21.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,165,10,1,14878923,0,100;;
2020-05-17T07:52:22.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,169,10,1,14878923,0,100;;
2020-05-17T07:52:23.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,168,10,1,14878923,0,100;;
2020-05-17T07:52:24.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,167,10,1,14878923,0,100;;
2020-05-17T07:52:25.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,165,10,1,14878923,0,100;;
2020-05-17T07:52:26.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,164,10,1,14878923,0,100;;
2020-05-17T07:52:27.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,163,10,1,14878923,0,100;;
2020-05-17T07:52:28.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,162,10,1,14878923,0,100;;
2020-05-17T07:52:29.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,160,10,1,14878923,0,100;;
2020-05-17T07:52:30.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,159,10,1,14878923,0,100;;
2020-05-17T07:52:31.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,158,10,1,14878923,0,100;;
2020-05-17T07:52:32.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,157,10,1,14878923,0,100;;
2020-05-17T07:52:33.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,156,10,1,14878923,0,100;;
2020-05-17T07:52:34.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,155,10,1,14878923,0,100;;
2020-05-17T07:52:35.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,154,10,1,14878923,0,100;;
2020-05-17T07:52:36.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,153,10,1,14878923,0,100;;
2020-05-17T07:52:37.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,152,10,1,14878923,0,100;;
2020-05-17T07:52:38.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,151,10,1,14878923,0,100;;
2020-05-17T07:52:39.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,150,10,1,14878923,0,100;;
2020-05-17T07:52:40.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,149,10,1,14878923,0,100;;
2020-05-17T07:52:41.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,148,10,1,14878923,0,100;;
2020-05-17T07:52:42.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,148,10,1,14878923,0,100;;
2020-05-17T07:52:43.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,147,10,1,14878923,0,100;;
2020-05-17T07:52:44.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,10,1,14878923,0,100;;
2020-05-17T07:52:45.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,145,10,1,14878923,0,100;;
2020-05-17T07:52:46.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,10,1,14878923,0,100;;
2020-05-17T07:52:47.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,150,10,1,14878923,0,100;;
2020-05-17T07:52:48.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,150,10,1,14878923,0,100;;
2020-05-17T07:52:49.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,155,10,1,14878923,0,100;;
2020-05-17T07:52:50.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,160,10,1,14878923,0,100;;
2020-05-17T07:52:51.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,165,10,1,14878923,0,100;;
2020-05-17T07:52:52.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,169,10,1,14878923,0,100;;
2020-05-17T07:52:53.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,168,10,1,14878923,0,100;;
2020-05-17T07:52:54.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,167,10,1,14878923,0,100;;
2020-05-17T07:52:55.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,165,10,1,14878923,0,100;;
2020-05-17T07:52:56.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,164,10,1,14878923,0,100;;
2020-05-17T07:52:57.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,163,10,1,14878923,0,100;;
2020-05-17T07:52:58.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,162,10,1,14878923,0,100;;
2020-05-17T07:52:59.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,160,10,1,14878923,0,100;;
2020-05-17T07:53:00.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,159,10,1,14878923,0,100;;
2020-05-17T07:53:01.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,158,10,1,14878923,0,100;;
2020-05-17T07:53:02.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,157,10,1,14878923,0,100;;
2020-05-17T07:53:03.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,156,10,1,14878923,0,100;;
2020-05-17T07:53:04.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,155,10,1,14878923,0,100;;
2020-05-17T07:53:05.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,154,10,1,14878923,0,100;;
2020-05-17T07:53:06.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,153,10,1,14878923,0,100;;
2020-05-17T07:53:07.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,152,10,1,14878923,0,100;;
2020-05-17T07:53:08.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,151,10,1,14878923,0,100;;
2020-05-17T07:53:09.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,150,10,1,14878923,0,100;;
2020-05-17T07:53:10.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,149,10,1,14878923,0,100;;
2020-05-17T07:53:11.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,148,10,1,14878923,0,100;;
2020-05-17T07:53:12.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,148,10,1,14878923,0,100;;
2020-05-17T07:53:13.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,147,10,1,14878923,0,100;;
2020-05-17T07:53:14.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,146,10,1,14878923,0,100;;
2020-05-17T07:53:15.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,145,10,1,14878923,0,100;;
2020-05-17T07:53:16.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,10,1,14878923,0,100;;
2020-05-17T07:53:17.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,150,10,1,14878923,0,100;;
2020-05-17T07:53:18.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,155,10,1,14878923,0,100;;
2020-05-17T07:53:19.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,160,10,1,14878923,0,100;;
2020-05-17T07:53:20.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,165,10,1,14878923,0,100;;
2020-05-17T07:53:21.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,169,10,1,14878923,0,100;;
2020-05-17T07:53:22.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,168,10,1,14878923,0,100;;
2020-05-17T07:53:23.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,168,10,1,14878923,0,100;;
2020-05-17T07:53:24.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,167,10,1,14878923,0,100;;
2020-05-17T07:53:25.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,165,10,1,14878923,0,100;;
2020-05-17T07:53:26.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,164,10,1,14878923,0,100;;
2020-05-17T07:53:27.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,163,10,1,14878923,0,100;;
2020-05-17T07:53:28.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,162,10,1,14878923,0,100;;
2020-05-17T07:53:29.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,160,10,1,14878923,0,100;;
2020-05-17T07:53:30.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,159,10,1,14878923,0,100;;
2020-05-17T07:53:31.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,158,10,1,14878923,0,100;;
2020-05-17T07:53:32.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,157,9,1,14878923,0,100;;
2020-05-17T07:53:33.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,156,9,1,14878923,0,100;;
2020-05-17T07:53:34.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,155,9,1,14878923,0,100;;
2020-05-17T07:53:35.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,154,9,1,14878923,0,100;;
2020-05-17T07:53:36.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,153,9,1,14878923,0,100;;
2020-05-17T07:53:37.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,152,10,1,14878923,0,100;;
2020-05-17T07:53:38.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,151,10,1,14878923,0,100;;
2020-05-17T07:53:39.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,150,10,1,14878923,0,100;;
2020-05-17T07:53:40.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,149,9,1,14878923,0,100;;
2020-05-17T07:53:41.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,148,9,1,14878923,0,100;;
2020-05-17T07:53:42.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,147,9,1,14878923,0,100;;
2020-05-17T07:53:43.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,147,9,1,14878923,0,100;;
2020-05-17T07:53:44.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,9,1,14878923,0,100;;
2020-05-17T07:53:45.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,145,9,1,14878923,0,100;;
2020-05-17T07:53:46.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,146,9,1,14878923,0,100;;
2020-05-17T07:53:47.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,150,9,1,14878923,0,100;;
2020-05-17T07:53:48.870Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872995,155,9,1,14878923,0,100;;
2020-05-17T07:53:49.869Z,707d09f2c73d78d49d2e3bb4efa3c2768e2221110662b3ebbc30d237d1e125a1,0,170,0,7872996,160,9,1,14878923,0,100;;
